ticket,fecha,campania,bodega,agricultor_codigo,agricultor,provincia,municipio,localidad,poligono,parcela,subparcela,paraje,parcela_finca,variedad,incidencia,matricula_1,matricula_2,kg_bruto,kg_tara,kg_neto,kg_estimado,grado_alc_probable,color,acidez,ph,gluconico,variedad_sin_gluc,grado_alc_probable_sin_gluc,hora_vendimia,temperatura_c,fuente_temperatura,observaciones,fuente_jpg
260214,2026-09-07,2026/2027,Santa Cruz de Alpera S. Coop. de C-L-M,11252,FINCA CASA APARICIO S.L.,02,039,,019,00142,X,,,TINT.TIPO 1 ECOL.,,E06194BHK,E7498BGX,13880,11500,2380,900,17.63,20.51,,,0.04,TINT.TIPO 1 ECOL.,17.63,,,,acidez y pH impresos como 0 (no analizados); kg_estimado 900 frente a 2380 netos reales,2026-09-07_260214.jpg
